case_id,client_id,case_type,state,intake_date,date_opened,date_closed,case_status,current_stage,assigned_case_manager,attorney_id,days_in_stage,medical_records_received,missing_documents,communication_count,workup_completed,case_outcome,settlement_amount,workup_completed_date,last_activity_date
CASE-001483,CL-01355,Dog Bite,IL,2024-12-05,2024-12-05,,In Workup,Workup Complete,CM-015,ATT-001,56,1,1,6,1,In Progress,,2025-02-06,2025-06-19
CASE-001484,CL-01356,Motor Vehicle Accident,NY,2023-11-07,2023-11-09,,In Negotiation,Negotiation,CM-011,ATT-003,45,1,1,3,1,In Progress,,2024-01-08,2025-05-26
CASE-001485,CL-01357,Motor Vehicle Accident,IL,2025-05-23,2025-05-25,2025-06-28,Dropped,Resolved,CM-018,ATT-006,43,1,4,11,1,Dropped,,,2025-06-28
CASE-001486,CL-01358,Motor Vehicle Accident,TN,2023-11-23,2023-11-28,,In Workup,Workup Complete,CM-004,ATT-005,53,1,1,12,1,In Progress,,2024-02-05,2025-06-07
CASE-001487,CL-01359,Motor Vehicle Accident,OH,2023-09-21,2023-09-24,,In Negotiation,Negotiation,CM-003,ATT-011,62,1,0,11,1,In Progress,,2023-11-19,2025-06-21
CASE-001488,CL-01360,Mass Tort - Camp Lejeune,MI,2024-07-20,2024-07-20,2025-06-16,Settled,Resolved,CM-005,ATT-001,72,1,1,7,1,Settled,178866.32,2024-09-22,2025-06-13
CASE-001489,CL-01361,Dog Bite,NY,2024-07-30,2024-08-04,,In Negotiation,Negotiation,CM-013,ATT-007,76,1,1,10,1,In Progress,,2024-10-10,2025-06-28
CASE-001490,CL-01362,Motor Vehicle Accident,FL,2024-07-25,2024-07-26,,In Negotiation,Negotiation,CM-001,ATT-012,47,1,2,10,1,In Progress,,2024-10-13,2025-06-05
CASE-001491,CL-01363,Mass Tort - Roundup,MI,2024-06-19,2024-06-20,,Active - Signed,Retainer Signed,CM-008,ATT-004,9,1,3,8,0,In Progress,,,2025-06-25
CASE-001492,CL-01364,Premises Liability,NC,2025-06-28,2025-06-30,2025-06-30,Closed-Lost,Resolved,CM-010,ATT-009,67,1,3,7,1,Dismissed,,,2025-05-18
CASE-001493,CL-01365,Motor Vehicle Accident,CA,2024-07-14,2024-07-17,,Active - Signed,Retainer Signed,CM-005,ATT-001,40,0,4,9,0,In Progress,,,2025-06-25
CASE-001494,CL-01366,Motor Vehicle Accident,NY,2024-07-10,2024-07-12,2025-06-30,Closed-Lost,Resolved,CM-001,ATT-009,14,1,3,12,1,Dismissed,,2024-10-13,2025-06-05
CASE-001495,CL-01366,Dog Bite,NY,2024-07-10,2024-07-13,,Active - Signed,Retainer Signed,CM-006,ATT-007,33,1,3,2,0,In Progress,,,2025-06-29
CASE-001496,CL-01367,Slip and Fall,FL,2024-06-10,2024-06-14,,In Workup,Workup Complete,CM-009,ATT-004,75,1,1,6,1,In Progress,,2024-08-16,2025-06-26
CASE-001497,CL-01368,Workers Compensation,IL,2023-08-22,2023-08-25,,In Workup,Workup Complete,CM-002,ATT-006,31,1,1,5,1,In Progress,,2023-10-26,2025-06-13
CASE-001498,CL-01369,Mass Tort - Roundup,IL,2024-09-13,2024-09-15,,In Negotiation,Demand Sent,CM-013,ATT-007,75,1,3,11,1,In Progress,,2024-12-16,2025-06-23
CASE-001499,CL-01370,Workers Compensation,TN,2023-12-28,2024-01-01,,Active - Signed,Retainer Signed,CM-001,ATT-002,36,1,3,10,0,In Progress,,,2025-06-24
CASE-001500,CL-01371,Wrongful Death,CA,2024-10-10,2024-10-11,2025-06-27,Closed-Lost,Resolved,CM-008,ATT-011,60,1,3,14,1,Dismissed,,2025-01-14,2025-06-27
CASE-001501,CL-01372,Premises Liability,NJ,2023-08-10,2023-08-10,2025-06-30,Settled,Resolved,CM-010,ATT-010,89,1,1,8,1,Settled,67301.97,2023-10-14,2025-06-03
CASE-001502,CL-01373,Workers Compensation,NY,2025-06-20,2025-06-25,,In Negotiation,Demand Sent,CM-016,ATT-012,15,1,0,7,1,In Progress,,,2025-06-14
CASE-001503,CL-01374,Premises Liability,FL,2024-07-06,2024-07-11,,In Negotiation,Negotiation,CM-013,ATT-004,76,0,1,5,1,In Progress,,2024-10-06,2025-06-23
CASE-001504,CL-01375,Motor Vehicle Accident,FL,2025-04-26,2025-04-28,2025-05-21,Dropped,Workup Complete,CM-007,ATT-004,57,1,2,12,1,Dropped,,,2025-05-21
CASE-001505,CL-01376,Mass Tort - Camp Lejeune,NY,2024-07-09,2024-07-13,,Active - Intake,Intake,CM-006,ATT-003,14,0,4,15,0,In Progress,,,2025-06-19
CASE-001506,CL-01377,Wrongful Death,LA,2023-08-17,2023-08-17,,Active - Signed,Retainer Signed,CM-005,ATT-001,31,1,4,4,0,In Progress,,,2025-06-18
CASE-001507,CL-01378,Wrongful Death,AZ,2025-02-25,2025-03-02,2025-04-21,Dropped,Retainer Signed,CM-005,ATT-012,-52,1,1,13,0,Dropped,,,2025-04-21
CASE-001508,CL-01379,Nursing Home Negligence,OH,2024-10-17,2024-10-21,,In Negotiation,Demand Sent,CM-003,ATT-004,42,1,0,13,1,In Progress,,2024-12-18,2025-06-19
CASE-001509,CL-01380,Motor Vehicle Accident,NY,2025-01-21,2025-01-25,,Pending Records,Records Requested,CM-017,ATT-003,4,1,3,8,0,In Progress,,,2025-06-06
CASE-001510,CL-01381,Slip and Fall,AL,2024-06-14,2024-06-14,,In Negotiation,Negotiation,CM-002,ATT-012,32,1,2,16,1,In Progress,,2024-08-23,2025-06-26
CASE-001511,CL-01382,Premises Liability,CA,2024-10-10,2024-10-10,,In Workup,Records Received,CM-014,ATT-011,61,0,1,6,0,In Progress,,,2025-05-19
CASE-001512,CL-01383,Mass Tort - Talcum,MI,2025-03-25,2025-03-26,,In Workup,Records Received,CM-009,ATT-002,42,0,1,11,0,In Progress,,,2025-06-16
CASE-001513,CL-01384,Motor Vehicle Accident,CA,2024-10-06,2024-10-06,2025-06-26,Settled,Resolved,CM-001,ATT-003,58,1,0,10,1,Settled,36251.58,2024-11-30,2025-06-25
CASE-001514,CL-01385,Mass Tort - Roundup,GA,2024-04-25,2024-04-25,2025-06-16,Settled,Resolved,CM-013,ATT-001,18,0,1,9,1,Settled,218189.49,2024-07-25,2025-06-16
CASE-001515,CL-01385,Slip and Fall,GA,2024-04-25,2024-04-27,,Active - Signed,Retainer Signed,CM-012,ATT-001,9,1,3,8,0,In Progress,,,2025-06-17
CASE-001516,CL-01386,Wrongful Death,GA,2024-10-26,2024-10-30,,Active - Signed,Retainer Signed,CM-009,ATT-005,67,1,2,9,0,In Progress,,,2025-06-07
CASE-001517,CL-01387,Medical Malpractice,NC,2024-11-01,2024-11-01,,In Workup,Workup Complete,CM-018,ATT-002,37,1,0,9,1,In Progress,,2024-12-25,2025-06-09
CASE-001518,CL-01388,Motor Vehicle Accident,OH,2025-06-07,2025-06-10,,In Negotiation,Negotiation,CM-016,ATT-008,27,1,0,5,1,In Progress,,,2025-06-17
CASE-001519,CL-01389,Nursing Home Negligence,VA,2024-05-11,2024-05-14,,Active - Intake,Intake,CM-017,ATT-004,24,1,1,11,0,In Progress,,,2025-06-28
CASE-001520,CL-01390,Premises Liability,TX,2024-06-12,2024-06-14,,In Workup,Records Received,CM-009,ATT-010,66,1,5,13,0,In Progress,,,2025-06-26
CASE-001521,CL-01391,Slip and Fall,AZ,2025-02-16,2025-02-19,,In Negotiation,Negotiation,CM-015,ATT-006,11,1,1,11,1,In Progress,,2025-04-28,2025-02-02
CASE-001522,CL-01392,Premises Liability,OH,2024-07-24,2024-07-28,,In Negotiation,Negotiation,CM-008,ATT-006,26,1,1,12,1,In Progress,,2024-10-05,2025-06-29
CASE-001523,CL-01393,Mass Tort - Talcum,NJ,2024-12-16,2024-12-17,,In Workup,Workup Complete,CM-001,ATT-011,56,1,1,10,1,In Progress,,2025-02-22,2025-06-20
CASE-001524,CL-01394,Motor Vehicle Accident,IL,2024-07-01,2024-07-01,2024-10-01,Dropped,Retainer Signed,CM-012,ATT-012,14,1,2,9,0,Dropped,,,2024-10-01
CASE-001525,CL-01395,Medical Malpractice,TX,2023-12-17,2023-12-18,,In Workup,Workup Complete,CM-008,ATT-008,56,0,1,10,1,In Progress,,2024-03-19,2025-06-24
CASE-001526,CL-01396,Motor Vehicle Accident,NJ,2024-12-23,2024-12-24,,In Workup,Workup Complete,CM-014,ATT-004,63,1,1,10,1,In Progress,,2025-03-01,2025-06-04
CASE-001527,CL-01397,Premises Liability,PA,2023-10-08,2023-10-08,,In Workup,Workup Complete,CM-018,ATT-007,60,1,2,11,1,In Progress,,2023-12-27,2025-06-26
CASE-001528,CL-01398,Slip and Fall,AZ,2023-12-02,2023-12-06,,In Workup,Workup Complete,CM-008,ATT-004,18,0,3,11,1,In Progress,,2024-04-01,2025-05-15
CASE-001529,CL-01399,Medical Malpractice,MO,2024-10-03,2024-10-04,,Active - Intake,Intake,CM-005,ATT-006,23,1,2,11,0,In Progress,,,2025-06-28
CASE-001530,CL-01400,Motor Vehicle Accident,MO,2024-12-24,2024-12-26,2025-06-30,Settled,Resolved,CM-003,ATT-009,67,1,0,5,1,Settled,22528.1,2025-02-14,2025-05-26
CASE-001531,CL-01401,Product Liability,CA,2025-04-24,2025-04-29,,Active - Intake,Intake,CM-015,ATT-009,12,1,3,11,0,In Progress,,,2025-06-02
CASE-001532,CL-01402,Mass Tort - Camp Lejeune,LA,2024-02-11,2024-02-16,,In Negotiation,Demand Sent,CM-002,ATT-004,54,1,1,9,1,In Progress,,2024-04-22,2025-06-19
CASE-001533,CL-01403,Slip and Fall,OH,2023-09-23,2023-09-28,,In Negotiation,Negotiation,CM-015,ATT-003,42,1,2,9,1,In Progress,,2023-12-15,2025-06-11
CASE-001534,CL-01404,Mass Tort - Roundup,AZ,2025-06-05,2025-06-09,,In Workup,Workup Complete,CM-007,ATT-009,43,1,2,9,1,In Progress,,,2025-06-27
CASE-001535,CL-01405,Motor Vehicle Accident,NY,2023-10-26,2023-10-26,2025-06-26,Settled,Resolved,CM-011,ATT-011,71,1,0,5,1,Settled,51502.11,2023-12-15,2025-06-12
CASE-001536,CL-01406,Mass Tort - Roundup,PA,2023-12-01,2023-12-06,,Active - Signed,Retainer Signed,CM-017,ATT-005,42,1,3,15,0,In Progress,,,2025-06-01
CASE-001537,CL-01407,Nursing Home Negligence,MS,2024-03-02,2024-03-06,,In Negotiation,Negotiation,CM-018,ATT-010,30,1,2,10,1,In Progress,,2024-05-24,2025-06-20
CASE-001538,CL-01408,Premises Liability,CA,2024-08-05,2024-08-06,,In Negotiation,Demand Sent,CM-003,ATT-007,38,1,1,8,1,In Progress,,2024-10-10,2025-06-20
CASE-001539,CL-01409,Motor Vehicle Accident,NC,2025-04-15,2025-04-18,,Pending Records,Records Requested,CM-009,ATT-003,67,1,0,5,0,In Progress,,,2025-06-09
CASE-001540,CL-01410,Premises Liability,CA,2025-01-04,2025-01-09,,In Negotiation,Negotiation,CM-009,ATT-008,39,1,1,13,1,In Progress,,2025-03-20,2025-06-11
CASE-001541,CL-01411,Motor Vehicle Accident,MO,2024-11-25,2024-11-27,2025-06-30,Settled,Resolved,CM-006,ATT-002,12,1,2,11,1,Settled,79074.25,2025-02-15,2025-05-14
CASE-001542,CL-01412,Mass Tort - Roundup,FL,2023-11-12,2023-11-12,,In Workup,Workup Complete,CM-016,ATT-007,51,1,1,10,1,In Progress,,2024-01-18,2025-06-27
CASE-001543,CL-01413,Product Liability,OH,2024-05-03,2024-05-08,,Pending Records,Records Requested,CM-005,ATT-010,35,0,2,16,0,In Progress,,,2025-06-27
CASE-001544,CL-01414,Mass Tort - Talcum,NC,2024-07-10,2024-07-14,,Pending Records,Records Requested,CM-006,ATT-002,62,1,1,15,0,In Progress,,,2025-06-08
CASE-001545,CL-01415,Motor Vehicle Accident,PA,2023-10-21,2023-10-24,2025-06-30,Settled,Resolved,CM-018,ATT-010,29,1,3,11,1,Settled,11580.36,2024-01-24,2025-06-29
CASE-001546,CL-01416,Motor Vehicle Accident,MO,2024-02-12,2024-02-15,,Pending Records,Records Requested,CM-010,ATT-008,58,0,5,10,0,In Progress,,,2025-06-11
CASE-001547,CL-01417,Mass Tort - Talcum,CA,2024-03-19,2024-03-22,2024-05-16,Dropped,Intake,CM-006,ATT-001,67,1,2,12,0,Dropped,,,2024-05-16
CASE-001548,CL-01418,Product Liability,NJ,2023-10-05,2023-10-08,,Pending Records,Records Requested,CM-009,ATT-007,62,0,2,10,0,In Progress,,,2025-06-23
CASE-001549,CL-01419,Wrongful Death,TX,2024-08-18,2024-08-21,,Pending Records,Records Requested,CM-003,ATT-002,28,0,2,5,0,In Progress,,,2025-06-18
CASE-001550,CL-01420,Motor Vehicle Accident,OH,2024-11-23,2024-11-27,2025-06-26,Dropped,Resolved,CM-005,ATT-010,49,1,2,13,1,Dropped,,2025-02-17,2025-06-10
CASE-001551,CL-01421,Product Liability,MI,2023-08-24,2023-08-24,,In Negotiation,Demand Sent,CM-014,ATT-007,24,1,4,12,1,In Progress,,2023-12-07,2025-06-28
CASE-001552,CL-01421,Dog Bite,MI,2023-08-24,2023-08-25,,In Negotiation,Negotiation,CM-018,ATT-012,82,1,0,6,1,In Progress,,2023-10-15,2025-06-19
CASE-001553,CL-01422,Motor Vehicle Accident,TX,2024-07-12,2024-07-17,,Active - Signed,Retainer Signed,CM-009,ATT-010,55,1,2,9,0,In Progress,,,2025-06-16
CASE-001554,CL-01423,Motor Vehicle Accident,CA,2025-01-21,2025-01-26,,Active - Signed,Retainer Signed,CM-004,ATT-002,36,1,3,12,0,In Progress,,,2025-06-27
CASE-001555,CL-01424,Motor Vehicle Accident,TX,2024-12-25,2024-12-25,,In Workup,Workup Complete,CM-012,ATT-008,35,1,2,9,1,In Progress,,2025-03-13,2025-05-24
CASE-001556,CL-01425,Premises Liability,NC,2025-02-19,2025-02-24,2025-06-30,Settled,Resolved,CM-006,ATT-005,25,1,1,14,1,Settled,28675.62,2025-05-06,2025-06-29
CASE-001557,CL-01426,Mass Tort - Roundup,NC,2024-06-25,2024-06-25,,In Workup,Workup Complete,CM-010,ATT-007,73,1,0,12,1,In Progress,,2024-08-21,2025-05-12
CASE-001558,CL-01427,Dog Bite,MI,2025-02-23,2025-02-26,,In Negotiation,Demand Sent,CM-011,ATT-007,9,1,1,11,1,In Progress,,2025-05-05,2025-05-30
CASE-001559,CL-01428,Premises Liability,NY,2024-01-10,2024-01-15,,In Negotiation,Demand Sent,CM-018,ATT-001,79,1,3,15,1,In Progress,,2024-04-05,2025-06-14
CASE-001560,CL-01429,Medical Malpractice,TX,2024-05-05,2024-05-05,2025-06-30,Settled,Resolved,CM-007,ATT-007,24,1,3,9,1,Settled,199381.92,2024-08-03,2025-06-26
CASE-001561,CL-01430,Mass Tort - Roundup,TX,2023-11-13,2023-11-18,,In Workup,Records Received,CM-005,ATT-006,44,1,1,9,0,In Progress,,,2025-05-30
CASE-001562,CL-01431,Motor Vehicle Accident,TX,2024-07-05,2024-07-05,,In Negotiation,Negotiation,CM-002,ATT-007,68,1,1,14,1,In Progress,,2024-09-14,2025-05-31
CASE-001563,CL-01431,Motor Vehicle Accident,TX,2024-07-05,2024-07-10,,In Workup,Records Received,CM-014,ATT-012,44,1,1,12,0,In Progress,,,2025-06-15
CASE-001564,CL-01432,Medical Malpractice,OH,2024-05-24,2024-05-25,,In Workup,Workup Complete,CM-014,ATT-008,66,1,1,5,1,In Progress,,2024-07-26,2025-06-16
CASE-001565,CL-01432,Premises Liability,OH,2024-05-24,2024-05-28,,Active - Intake,Intake,CM-014,ATT-008,47,1,2,6,0,In Progress,,,2025-06-28
CASE-001566,CL-01433,Medical Malpractice,MI,2024-01-10,2024-01-12,,Active - Intake,Intake,CM-014,ATT-005,44,0,3,6,0,In Progress,,,2025-05-24
CASE-001567,CL-01434,Premises Liability,NJ,2024-12-28,2025-01-02,2025-04-06,Dropped,Records Received,CM-014,ATT-006,66,1,1,7,0,Dropped,,,2025-04-06
CASE-001568,CL-01435,Premises Liability,CA,2024-03-25,2024-03-26,,In Workup,Workup Complete,CM-008,ATT-007,58,0,0,12,1,In Progress,,2024-06-16,2025-06-26
CASE-001569,CL-01436,Medical Malpractice,NY,2024-02-11,2024-02-16,2025-06-18,Dropped,Resolved,CM-018,ATT-002,50,1,1,7,1,Dropped,,2024-04-20,2025-06-01
CASE-001570,CL-01436,Workers Compensation,NY,2024-02-11,2024-02-15,2025-06-30,Dropped,Resolved,CM-001,ATT-005,65,1,1,9,1,Dropped,,2024-04-21,2025-06-21
CASE-001571,CL-01437,Workers Compensation,NY,2023-10-08,2023-10-10,,In Negotiation,Demand Sent,CM-011,ATT-008,33,0,1,14,1,In Progress,,2024-01-14,2025-06-27
CASE-001572,CL-01438,Mass Tort - Talcum,AZ,2024-06-20,2024-06-22,,Pending Records,Records Requested,CM-011,ATT-009,63,0,2,4,0,In Progress,,,2025-04-28
CASE-001573,CL-01439,Motor Vehicle Accident,FL,2024-03-14,2024-03-16,,Pending Records,Records Requested,CM-001,ATT-006,32,0,3,7,0,In Progress,,,2025-06-28
CASE-001574,CL-01440,Slip and Fall,CA,2024-05-10,2024-05-15,,Active - Signed,Retainer Signed,CM-015,ATT-004,-51,1,3,10,0,In Progress,,,2025-06-11
CASE-001575,CL-01441,Motor Vehicle Accident,TX,2024-01-05,2024-01-06,,In Workup,Records Received,CM-006,ATT-005,72,0,0,9,0,In Progress,,,2025-06-19
CASE-001576,CL-01442,Motor Vehicle Accident,NY,2025-01-06,2025-01-06,,In Workup,Workup Complete,CM-018,ATT-011,12,0,1,8,1,In Progress,,2025-04-06,2025-05-21
CASE-001577,CL-01443,Nursing Home Negligence,GA,2025-05-19,2025-05-24,2025-06-01,Dropped,Intake,CM-013,ATT-001,68,1,1,6,0,Dropped,,,2025-06-01
CASE-001578,CL-01444,Product Liability,CA,2024-07-20,2024-07-22,,Pending Records,Records Requested,CM-018,ATT-005,41,0,2,8,0,In Progress,,,2025-06-28
CASE-001579,CL-01444,Workers Compensation,CA,2024-07-20,2024-07-20,,In Workup,Workup Complete,CM-001,ATT-007,65,1,1,5,1,In Progress,,2024-09-20,2025-06-02
CASE-001580,CL-01445,Nursing Home Negligence,TX,2024-10-13,2024-10-16,,In Negotiation,Negotiation,CM-009,ATT-005,19,1,1,5,1,In Progress,,2024-12-17,2025-06-09
CASE-001581,CL-01445,Slip and Fall,TX,2024-10-13,2024-10-18,,In Workup,Workup Complete,CM-002,ATT-004,24,1,1,9,1,In Progress,,2024-12-23,2025-06-26
CASE-001582,CL-01446,Nursing Home Negligence,VA,2025-04-03,2025-04-03,2025-06-30,Settled,Resolved,CM-010,ATT-011,39,0,0,14,1,Settled,186353.2,2025-06-26,2025-06-16
CASE-001583,CL-01447,Motor Vehicle Accident,OH,2025-06-30,2025-07-01,,In Workup,Records Received,CM-004,ATT-012,51,0,0,8,0,In Progress,,,2025-06-08
CASE-001584,CL-01448,Mass Tort - Roundup,TX,2024-09-25,2024-09-26,,Active - Intake,Intake,CM-002,ATT-005,70,0,4,6,0,In Progress,,,2025-06-10
CASE-001585,CL-01449,Mass Tort - Roundup,NY,2025-04-21,2025-04-24,,In Workup,Records Received,CM-012,ATT-004,50,1,4,13,0,In Progress,,,2025-06-29
CASE-001586,CL-01450,Motor Vehicle Accident,TN,2025-05-04,2025-05-06,,Active - Signed,Retainer Signed,CM-011,ATT-007,23,1,1,8,0,In Progress,,,2025-05-31
CASE-001587,CL-01451,Mass Tort - Camp Lejeune,TX,2025-01-29,2025-01-30,2025-05-17,Dropped,Demand Sent,CM-006,ATT-004,44,0,1,7,1,Dropped,,2025-04-29,2025-05-17
CASE-001588,CL-01452,Mass Tort - Camp Lejeune,GA,2024-07-01,2024-07-01,,Active - Signed,Retainer Signed,CM-014,ATT-006,12,0,0,8,0,In Progress,,,2025-06-21
CASE-001589,CL-01453,Slip and Fall,TX,2023-09-01,2023-09-02,,In Negotiation,Negotiation,CM-010,ATT-003,56,1,0,11,1,In Progress,,2023-10-28,2025-06-06
CASE-001590,CL-01454,Slip and Fall,NJ,2023-07-13,2023-07-16,,Active - Intake,Intake,CM-002,ATT-003,64,1,1,11,0,In Progress,,,2025-06-05
CASE-001591,CL-01455,Motor Vehicle Accident,IL,2024-07-10,2024-07-14,,In Negotiation,Demand Sent,CM-009,ATT-009,18,1,3,9,1,In Progress,,2024-10-12,2025-06-11
CASE-001592,CL-01455,Motor Vehicle Accident,IL,2024-07-10,2024-07-14,2025-06-30,Settled,Resolved,CM-008,ATT-002,61,1,2,12,1,Settled,20890.05,2024-10-03,2025-06-03
CASE-001593,CL-01456,Medical Malpractice,NJ,2024-07-18,2024-07-18,2024-08-13,Dropped,Intake,CM-004,ATT-009,38,1,3,10,0,Dropped,,,2024-08-13
CASE-001594,CL-01457,Motor Vehicle Accident,MI,2024-06-02,2024-06-06,,In Negotiation,Demand Sent,CM-009,ATT-011,23,1,0,9,1,In Progress,,2024-07-30,2025-06-20
CASE-001595,CL-01458,Mass Tort - Camp Lejeune,FL,2024-08-29,2024-09-01,,In Workup,Workup Complete,CM-018,ATT-010,20,1,1,8,1,In Progress,,2024-11-05,2025-05-31
CASE-001596,CL-01458,Wrongful Death,FL,2024-08-29,2024-08-31,,Pending Records,Records Requested,CM-017,ATT-009,39,1,4,13,0,In Progress,,,2025-06-25
CASE-001597,CL-01459,Mass Tort - Talcum,FL,2024-08-19,2024-08-24,,In Workup,Records Received,CM-015,ATT-006,46,1,3,8,0,In Progress,,,2025-06-26
CASE-001598,CL-01460,Motor Vehicle Accident,FL,2025-03-09,2025-03-14,,In Negotiation,Demand Sent,CM-015,ATT-004,4,0,2,11,1,In Progress,,,2025-06-30
CASE-001599,CL-01461,Mass Tort - Camp Lejeune,GA,2023-09-22,2023-09-25,2025-06-30,Closed-Lost,Resolved,CM-011,ATT-009,71,1,1,10,1,Dismissed,,2023-12-01,2025-06-16
CASE-001600,CL-01462,Motor Vehicle Accident,AZ,2023-12-26,2023-12-31,,In Negotiation,Negotiation,CM-014,ATT-001,70,1,2,13,1,In Progress,,2024-03-22,2025-06-27
CASE-001601,CL-01463,Motor Vehicle Accident,TN,2025-01-31,2025-02-01,,In Negotiation,Negotiation,CM-018,ATT-005,33,1,0,7,1,In Progress,,2025-03-25,2025-05-30
CASE-001602,CL-01464,Mass Tort - Roundup,IL,2025-03-18,2025-03-19,,In Negotiation,Negotiation,CM-016,ATT-009,31,1,1,8,1,In Progress,,2025-05-23,2025-06-25
CASE-001603,CL-01465,Motor Vehicle Accident,PA,2025-06-28,2025-07-01,2025-06-30,Settled,Resolved,CM-002,ATT-011,10,0,2,8,1,Settled,16268.06,,2025-06-28
CASE-001604,CL-01466,Mass Tort - Camp Lejeune,CA,2025-04-08,2025-04-12,,Pending Records,Records Requested,CM-016,ATT-002,23,0,0,4,0,In Progress,,,2025-06-25
CASE-001605,CL-01467,Premises Liability,CA,2025-04-21,2025-04-22,,In Workup,Records Received,CM-004,ATT-009,51,0,2,8,0,In Progress,,,2025-06-13
CASE-001606,CL-01468,Medical Malpractice,MI,2024-03-25,2024-03-27,,In Workup,Workup Complete,CM-014,ATT-004,68,1,1,4,1,In Progress,,2024-05-27,2025-05-29
CASE-001607,CL-01469,Medical Malpractice,NC,2024-05-30,2024-06-04,,In Negotiation,Demand Sent,CM-002,ATT-004,31,1,2,9,1,In Progress,,2024-08-21,2025-06-29
CASE-001608,CL-01470,Motor Vehicle Accident,NY,2024-02-07,2024-02-09,,Active - Signed,Retainer Signed,CM-016,ATT-001,64,0,3,11,0,In Progress,,,2025-05-26
CASE-001609,CL-01471,Workers Compensation,TN,2024-09-21,2024-09-22,,In Negotiation,Negotiation,CM-005,ATT-004,59,1,2,12,1,In Progress,,2024-12-12,2025-06-09
CASE-001610,CL-01472,Nursing Home Negligence,IL,2025-05-25,2025-05-30,,In Negotiation,Negotiation,CM-012,ATT-007,70,1,0,8,1,In Progress,,,2025-06-21
CASE-001611,CL-01473,Motor Vehicle Accident,MI,2024-04-23,2024-04-26,,In Workup,Workup Complete,CM-007,ATT-005,28,1,2,10,1,In Progress,,2024-07-14,2025-06-30
CASE-001612,CL-01474,Nursing Home Negligence,MI,2024-08-22,2024-08-22,,In Workup,Records Received,CM-017,ATT-001,10,0,6,8,0,In Progress,,,2025-06-29
CASE-001613,CL-01475,Mass Tort - Roundup,AL,2024-03-07,2024-03-12,,In Negotiation,Negotiation,CM-002,ATT-008,25,1,0,7,1,In Progress,,2024-05-03,2025-06-30
CASE-001614,CL-01476,Slip and Fall,NJ,2023-11-08,2023-11-12,,Active - Signed,Retainer Signed,CM-006,ATT-001,15,0,1,11,0,In Progress,,,2025-05-27
CASE-001615,CL-01477,Slip and Fall,PA,2023-11-29,2023-12-02,2025-06-23,Settled,Resolved,CM-014,ATT-004,22,1,1,12,1,Settled,-37511.36,2024-02-09,2025-05-04
CASE-001616,CL-01478,Workers Compensation,FL,2023-08-15,2023-08-19,,In Negotiation,Negotiation,CM-008,ATT-008,78,0,1,8,1,In Progress,,2023-11-17,2025-06-23
CASE-001617,CL-01479,Mass Tort - Roundup,NJ,2025-05-31,2025-05-31,2025-06-30,Settled,Resolved,CM-003,ATT-002,52,1,3,10,1,Settled,172238.41,,2025-06-15
CASE-001618,CL-01480,Workers Compensation,TX,2024-05-31,2024-05-31,,In Negotiation,Demand Sent,CM-006,ATT-004,45,1,2,10,1,In Progress,,2024-08-18,2025-06-05
CASE-001619,CL-01481,Motor Vehicle Accident,CA,2025-03-07,2025-03-07,,In Negotiation,Demand Sent,CM-010,ATT-001,58,1,1,4,1,In Progress,,2025-05-07,2025-06-23
CASE-001620,CL-01482,Motor Vehicle Accident,OH,2024-11-07,2024-11-11,2025-06-30,Settled,Resolved,CM-011,ATT-004,25,1,1,10,1,Settled,-77458.11,2025-01-17,2025-06-03
CASE-001621,CL-01483,Motor Vehicle Accident,NY,2023-11-26,2023-11-29,2025-06-30,Settled,Resolved,CM-014,ATT-010,38,1,3,9,1,Settled,20349.01,2024-02-27,2025-06-27
CASE-001622,CL-01484,Nursing Home Negligence,PA,2023-11-12,2023-11-14,,In Negotiation,Negotiation,CM-005,ATT-006,35,1,3,10,1,In Progress,,2024-02-13,2025-06-21
CASE-001623,CL-01485,Slip and Fall,TX,2025-02-16,2025-02-21,2025-05-04,Dropped,Records Requested,CM-006,ATT-009,43,1,2,9,0,Dropped,,,2025-05-04
CASE-001624,CL-01486,Mass Tort - Camp Lejeune,IL,2024-02-03,2024-02-04,,Pending Records,Records Requested,CM-013,ATT-007,45,0,2,3,0,In Progress,,,2025-06-16
CASE-001625,CL-01487,Motor Vehicle Accident,CA,2025-05-08,2025-05-11,,In Negotiation,Negotiation,CM-013,ATT-006,8,1,1,10,1,In Progress,,,2025-06-24
CASE-001626,CL-01488,Motor Vehicle Accident,TX,2023-10-15,2023-10-18,2025-06-18,Dropped,Resolved,CM-017,ATT-012,81,0,1,8,1,Dropped,,2024-01-16,2025-06-18
CASE-001627,CL-01489,Motor Vehicle Accident,FL,2024-11-05,2024-11-06,,In Workup,Records Received,CM-011,ATT-001,52,0,2,7,0,In Progress,,,2025-04-12
CASE-001628,CL-01490,Slip and Fall,OH,2025-02-18,2025-02-20,,In Negotiation,Negotiation,CM-017,ATT-005,12,1,4,11,1,In Progress,,2025-06-04,2025-06-11
CASE-001629,CL-01491,Slip and Fall,NJ,2024-01-04,2024-01-09,2025-06-19,Settled,Resolved,CM-001,ATT-004,59,0,0,11,1,Settled,25969.71,2024-03-30,2025-06-15
