activity_id,case_id,case_manager_id,activity_type,activity_date,duration_minutes
ACT-0008655,CASE-001364,CM-012,Medical Record Review,2024-07-30,1
ACT-0008656,CASE-001365,CM-001,SMS,2024-12-30,34
ACT-0008657,CASE-001365,CM-001,Client Meeting,2024-12-12,1
ACT-0008658,CASE-001365,CM-001,Document Request,2024-12-06,21
ACT-0008659,CASE-001365,CM-001,Internal Note,2024-11-15,26
ACT-0008660,CASE-001365,CM-001,Phone Call,2024-11-24,5
ACT-0008661,CASE-001366,CM-013,Demand Drafting,2024-03-20,35
ACT-0008662,CASE-001366,CM-013,SMS,2023-11-25,11
ACT-0008663,CASE-001366,CM-013,SMS,2023-12-24,4
ACT-0008664,CASE-001366,CM-013,Email,2024-01-15,11
ACT-0008665,CASE-001367,CM-012,Internal Note,2024-12-25,12
ACT-0008666,CASE-001367,CM-012,Status Update,2025-01-05,19
ACT-0008667,CASE-001367,CM-012,Demand Drafting,2024-11-23,33
ACT-0008668,CASE-001367,CM-012,SMS,2025-01-04,26
ACT-0008669,CASE-001367,CM-012,Demand Drafting,2025-01-14,9
ACT-0008670,CASE-001367,CM-012,Demand Drafting,2025-01-07,23
ACT-0008671,CASE-001368,CM-010,Demand Drafting,2024-08-17,12
ACT-0008672,CASE-001368,CM-010,Negotiation Call,2024-07-22,18
ACT-0008673,CASE-001368,CM-010,Status Update,2024-06-28,27
ACT-0008674,CASE-001368,CM-010,Demand Drafting,2024-10-19,24
ACT-0008675,CASE-001368,CM-010,Client Meeting,2024-07-01,15
ACT-0008676,CASE-001369,CM-008,Negotiation Call,2025-06-04,38
ACT-0008677,CASE-001369,CM-008,Negotiation Call,2025-06-02,11
ACT-0008678,CASE-001369,CM-008,Phone Call,2025-01-11,24
ACT-0008679,CASE-001370,CM-004,SMS,2023-10-25,33
ACT-0008680,CASE-001371,CM-018,Email,2024-11-15,17
ACT-0008681,CASE-001371,CM-018,Internal Note,2025-03-07,29
ACT-0008682,CASE-001371,CM-018,SMS,2024-08-05,1
ACT-0008683,CASE-001371,CM-018,Email,2024-11-06,25
ACT-0008684,CASE-001371,CM-018,SMS,2025-01-14,23
ACT-0008685,CASE-001372,CM-011,SMS,2024-09-02,6
ACT-0008686,CASE-001372,CM-011,Internal Note,2024-09-07,17
ACT-0008687,CASE-001372,CM-011,Medical Record Review,2025-01-11,7
ACT-0008688,CASE-001372,CM-011,Demand Drafting,2025-04-14,14
ACT-0008689,CASE-001372,CM-011,Medical Record Review,2024-09-24,23
ACT-0008690,CASE-001373,CM-005,Medical Record Review,2024-09-24,22
ACT-0008691,CASE-001373,CM-005,Internal Note,2023-12-31,23
ACT-0008692,CASE-001373,CM-005,Email,2024-07-02,18
ACT-0008693,CASE-001374,CM-014,Medical Record Review,2024-07-25,1
ACT-0008694,CASE-001374,CM-014,Phone Call,2024-09-13,9
ACT-0008695,CASE-001374,CM-014,Document Request,2023-11-08,3
ACT-0008696,CASE-001374,CM-014,Phone Call,2024-08-11,6
ACT-0008697,CASE-001374,CM-014,Status Update,2024-03-13,23
ACT-0008698,CASE-001375,CM-013,Medical Record Review,2025-04-19,21
ACT-0008699,CASE-001375,CM-013,Medical Record Review,2024-05-04,16
ACT-0008700,CASE-001376,CM-006,Status Update,2024-05-15,19
ACT-0008701,CASE-001376,CM-006,Client Meeting,2024-06-06,1
ACT-0008702,CASE-001376,CM-006,Internal Note,2024-05-19,5
ACT-0008703,CASE-001376,CM-006,SMS,2024-06-13,15
ACT-0008704,CASE-001376,CM-006,Medical Record Review,2024-04-29,11
ACT-0008705,CASE-001376,CM-006,Client Meeting,2024-06-21,23
ACT-0008706,CASE-001376,CM-006,Demand Drafting,2024-06-16,33
ACT-0008707,CASE-001376,CM-006,Internal Note,2024-05-17,10
ACT-0008708,CASE-001376,CM-006,Demand Drafting,2024-05-04,11
ACT-0008709,CASE-001376,CM-006,Status Update,2024-05-29,14
ACT-0008710,CASE-001376,CM-006,Negotiation Call,2024-06-17,8
ACT-0008711,CASE-001376,CM-006,Status Update,2024-05-18,12
ACT-0008712,CASE-001376,CM-006,Medical Record Review,2024-05-05,19
ACT-0008713,CASE-001377,CM-010,Negotiation Call,2023-09-17,16
ACT-0008714,CASE-001377,CM-010,Email,2024-01-08,1
ACT-0008715,CASE-001377,CM-010,Internal Note,2025-01-31,8
ACT-0008716,CASE-001377,CM-010,Medical Record Review,2024-10-03,23
ACT-0008717,CASE-001377,CM-010,Email,2025-06-20,17
ACT-0008718,CASE-001377,CM-010,Document Request,2025-05-16,1
ACT-0008719,CASE-001377,CM-010,Email,2024-04-17,38
ACT-0008720,CASE-001378,CM-003,Phone Call,2024-06-24,18
ACT-0008721,CASE-001378,CM-003,Internal Note,2023-11-04,23
ACT-0008722,CASE-001378,CM-003,Internal Note,2024-03-11,21
ACT-0008723,CASE-001378,CM-003,Status Update,2024-01-13,30
ACT-0008724,CASE-001378,CM-003,Negotiation Call,2024-03-11,18
ACT-0008725,CASE-001379,CM-008,Internal Note,2025-05-31,15
ACT-0008726,CASE-001379,CM-008,Negotiation Call,2025-06-25,19
ACT-0008727,CASE-001379,CM-008,Email,2025-06-14,3
ACT-0008728,CASE-001379,CM-008,Negotiation Call,2025-06-10,11
ACT-0008729,CASE-001379,CM-008,Status Update,2025-06-04,10
ACT-0008730,CASE-001379,CM-008,Client Meeting,2025-06-20,17
ACT-0008731,CASE-001379,CM-008,Document Request,2025-06-04,14
ACT-0008732,CASE-001379,CM-008,Client Meeting,2025-05-31,25
ACT-0008733,CASE-001380,CM-013,Client Meeting,2024-10-13,25
ACT-0008734,CASE-001380,CM-013,Demand Drafting,2024-09-21,13
ACT-0008735,CASE-001380,CM-013,Status Update,2025-02-05,11
ACT-0008736,CASE-001380,CM-013,SMS,2025-01-03,9
ACT-0008737,CASE-001381,CM-014,Medical Record Review,2025-03-19,26
ACT-0008738,CASE-001381,CM-014,Demand Drafting,2025-03-20,1
ACT-0008739,CASE-001381,CM-014,Client Meeting,2025-04-03,38
ACT-0008740,CASE-001381,CM-014,Negotiation Call,2025-05-03,27
ACT-0008741,CASE-001382,CM-003,Status Update,2025-06-30,1
ACT-0008742,CASE-001382,CM-003,Medical Record Review,2025-06-29,18
ACT-0008743,CASE-001382,CM-003,Status Update,2025-06-24,32
ACT-0008744,CASE-001382,CM-003,Medical Record Review,2025-06-22,16
ACT-0008745,CASE-001382,CM-003,Phone Call,2025-06-26,13
ACT-0008746,CASE-001382,CM-003,Negotiation Call,2025-06-30,15
ACT-0008747,CASE-001382,CM-003,Status Update,2025-06-30,23
ACT-0008748,CASE-001383,CM-011,Phone Call,2023-10-24,7
ACT-0008749,CASE-001383,CM-011,Negotiation Call,2023-11-04,19
ACT-0008750,CASE-001383,CM-011,Email,2023-11-03,4
ACT-0008751,CASE-001383,CM-011,Phone Call,2024-01-28,29
ACT-0008752,CASE-001383,CM-011,Client Meeting,2024-05-03,29
ACT-0008753,CASE-001383,CM-011,Negotiation Call,2023-12-12,1
ACT-0008754,CASE-001384,CM-002,SMS,2025-03-27,11
ACT-0008755,CASE-001384,CM-002,Document Request,2025-03-01,19
ACT-0008756,CASE-001384,CM-002,Document Request,2024-12-31,28
ACT-0008757,CASE-001384,CM-002,Document Request,2024-10-30,25
ACT-0008758,CASE-001384,CM-002,Client Meeting,2025-03-02,19
ACT-0008759,CASE-001384,CM-002,Status Update,2025-06-08,18
ACT-0008760,CASE-001384,CM-002,Medical Record Review,2025-01-05,26
ACT-0008761,CASE-001384,CM-002,Status Update,2025-05-09,18
ACT-0008762,CASE-001385,CM-016,Client Meeting,2025-05-21,23
ACT-0008763,CASE-001385,CM-016,Phone Call,2025-06-01,26
ACT-0008764,CASE-001385,CM-016,Client Meeting,2025-04-22,21
ACT-0008765,CASE-001385,CM-016,Document Request,2025-05-14,34
ACT-0008766,CASE-001385,CM-016,Phone Call,2025-06-02,9
ACT-0008767,CASE-001385,CM-016,Internal Note,2025-06-04,19
ACT-0008768,CASE-001385,CM-016,Document Request,2025-04-19,9
ACT-0008769,CASE-001385,CM-016,Medical Record Review,2025-05-27,29
ACT-0008770,CASE-001386,CM-017,Document Request,2024-12-11,6
ACT-0008771,CASE-001386,CM-017,SMS,2025-01-21,1
ACT-0008772,CASE-001386,CM-017,Document Request,2025-04-16,1
ACT-0008773,CASE-001386,CM-017,Negotiation Call,2025-02-11,16
ACT-0008774,CASE-001386,CM-017,Demand Drafting,2024-10-31,1
ACT-0008775,CASE-001387,CM-012,SMS,2024-10-29,17
ACT-0008776,CASE-001387,CM-012,Medical Record Review,2025-03-01,16
ACT-0008777,CASE-001387,CM-012,Client Meeting,2025-06-14,29
ACT-0008778,CASE-001387,CM-012,Client Meeting,2025-04-23,2
ACT-0008779,CASE-001387,CM-012,Demand Drafting,2024-10-12,18
ACT-0008780,CASE-001387,CM-012,Negotiation Call,2024-10-18,7
ACT-0008781,CASE-001388,CM-005,SMS,2024-12-23,20
ACT-0008782,CASE-001388,CM-005,Phone Call,2025-01-18,18
ACT-0008783,CASE-001388,CM-005,Email,2024-07-02,18
ACT-0008784,CASE-001388,CM-005,Document Request,2024-07-13,32
ACT-0008785,CASE-001388,CM-005,Internal Note,2024-06-20,20
ACT-0008786,CASE-001388,CM-005,Phone Call,2025-01-13,16
ACT-0008787,CASE-001388,CM-005,Medical Record Review,2024-10-15,16
ACT-0008788,CASE-001388,CM-005,Client Meeting,2025-01-15,42
ACT-0008789,CASE-001388,CM-005,Internal Note,2025-01-28,28
ACT-0008790,CASE-001388,CM-005,Internal Note,2024-08-03,13
ACT-0008791,CASE-001389,CM-014,Internal Note,2024-09-14,10
ACT-0008792,CASE-001389,CM-014,Email,2024-08-02,28
ACT-0008793,CASE-001389,CM-014,Phone Call,2024-10-01,25
ACT-0008794,CASE-001389,CM-014,Medical Record Review,2024-07-19,15
ACT-0008795,CASE-001389,CM-014,SMS,2024-09-20,22
ACT-0008796,CASE-001389,CM-014,Internal Note,2024-06-18,32
ACT-0008797,CASE-001389,CM-014,Internal Note,2024-07-06,18
ACT-0008798,CASE-001390,CM-018,Medical Record Review,2024-12-30,14
ACT-0008799,CASE-001390,CM-018,Demand Drafting,2024-01-02,17
ACT-0008800,CASE-001390,CM-018,Status Update,2024-12-01,30
ACT-0008801,CASE-001390,CM-018,Document Request,2025-01-08,13
ACT-0008802,CASE-001390,CM-018,SMS,2024-08-03,15
ACT-0008803,CASE-001390,CM-018,Document Request,2025-04-25,9
ACT-0008804,CASE-001390,CM-018,Phone Call,2024-03-19,20
ACT-0008805,CASE-001390,CM-018,Email,2025-05-09,2
ACT-0008806,CASE-001390,CM-018,Internal Note,2023-08-29,3
ACT-0008807,CASE-001391,CM-010,Client Meeting,2024-10-23,29
ACT-0008808,CASE-001391,CM-010,Document Request,2024-08-17,16
ACT-0008809,CASE-001391,CM-010,Email,2025-03-05,18
ACT-0008810,CASE-001391,CM-010,Internal Note,2024-08-13,17
ACT-0008811,CASE-001391,CM-010,Demand Drafting,2025-01-09,11
ACT-0008812,CASE-001391,CM-010,Client Meeting,2024-09-18,21
ACT-0008813,CASE-001391,CM-010,Medical Record Review,2025-02-25,11
ACT-0008814,CASE-001391,CM-010,Internal Note,2024-10-01,24
ACT-0008815,CASE-001391,CM-010,SMS,2024-12-05,14
ACT-0008816,CASE-001392,CM-014,Phone Call,2025-06-28,26
ACT-0008817,CASE-001392,CM-014,Demand Drafting,2025-06-27,12
ACT-0008818,CASE-001392,CM-014,Client Meeting,2025-06-28,21
ACT-0008819,CASE-001392,CM-014,Internal Note,2025-06-29,6
ACT-0008820,CASE-001392,CM-014,Demand Drafting,2025-06-28,5
ACT-0008821,CASE-001392,CM-014,Phone Call,2025-06-30,27
ACT-0008822,CASE-001392,CM-014,Email,2025-06-29,11
ACT-0008823,CASE-001393,CM-018,SMS,2025-06-11,1
ACT-0008824,CASE-001393,CM-018,Email,2025-06-09,1
ACT-0008825,CASE-001393,CM-018,Phone Call,2025-06-11,11
ACT-0008826,CASE-001393,CM-018,SMS,2025-06-11,25
ACT-0008827,CASE-001393,CM-018,Medical Record Review,2025-06-10,18
ACT-0008828,CASE-001393,CM-018,Negotiation Call,2025-06-08,9
ACT-0008829,CASE-001393,CM-018,Client Meeting,2025-06-11,12
ACT-0008830,CASE-001394,CM-018,Document Request,2024-07-30,19
ACT-0008831,CASE-001394,CM-018,Internal Note,2024-10-11,23
ACT-0008832,CASE-001394,CM-018,Status Update,2024-02-03,19
ACT-0008833,CASE-001394,CM-018,Medical Record Review,2024-02-24,19
ACT-0008834,CASE-001394,CM-018,SMS,2024-12-04,12
ACT-0008835,CASE-001394,CM-018,Negotiation Call,2023-11-07,19
ACT-0008836,CASE-001394,CM-018,Document Request,2024-11-21,7
ACT-0008837,CASE-001394,CM-018,Client Meeting,2025-02-14,25
ACT-0008838,CASE-001394,CM-018,Internal Note,2024-08-06,19
ACT-0008839,CASE-001394,CM-018,Medical Record Review,2023-11-21,29
ACT-0008840,CASE-001395,CM-013,Negotiation Call,2024-12-12,20
ACT-0008841,CASE-001395,CM-013,Email,2025-03-07,27
ACT-0008842,CASE-001395,CM-013,SMS,2025-02-09,12
ACT-0008843,CASE-001396,CM-014,SMS,2024-08-03,16
ACT-0008844,CASE-001396,CM-014,Document Request,2025-01-28,8
ACT-0008845,CASE-001396,CM-014,Demand Drafting,2024-12-15,5
ACT-0008846,CASE-001396,CM-014,Internal Note,2024-12-21,11
ACT-0008847,CASE-001396,CM-014,SMS,2024-10-22,3
ACT-0008848,CASE-001396,CM-014,SMS,2024-03-26,1
ACT-0008849,CASE-001396,CM-014,Negotiation Call,2025-03-03,8
ACT-0008850,CASE-001396,CM-014,Phone Call,2025-02-10,31
ACT-0008851,CASE-001396,CM-014,Negotiation Call,2024-10-26,21
ACT-0008852,CASE-001397,CM-017,SMS,2024-12-22,23
ACT-0008853,CASE-001397,CM-017,Phone Call,2024-05-16,28
ACT-0008854,CASE-001397,CM-017,Email,2024-07-22,14
ACT-0008855,CASE-001397,CM-017,Demand Drafting,2024-08-25,4
ACT-0008856,CASE-001397,CM-017,Document Request,2024-08-08,16
ACT-0008857,CASE-001397,CM-017,Email,2024-09-06,22
ACT-0008858,CASE-001398,CM-010,Client Meeting,2025-06-06,26
ACT-0008859,CASE-001398,CM-010,Status Update,2025-05-06,24
ACT-0008860,CASE-001398,CM-010,Status Update,2025-06-05,35
ACT-0008861,CASE-001398,CM-010,SMS,2025-05-22,5
ACT-0008862,CASE-001398,CM-010,Medical Record Review,2025-05-26,11
ACT-0008863,CASE-001399,CM-001,Client Meeting,2023-10-14,15
ACT-0008864,CASE-001399,CM-001,Client Meeting,2023-11-26,4
ACT-0008865,CASE-001399,CM-001,Client Meeting,2024-06-17,12
ACT-0008866,CASE-001400,CM-003,Client Meeting,2025-05-29,28
ACT-0008867,CASE-001400,CM-003,Document Request,2025-05-26,43
ACT-0008868,CASE-001400,CM-003,Internal Note,2025-06-20,18
ACT-0008869,CASE-001401,CM-011,Document Request,2025-05-26,34
ACT-0008870,CASE-001401,CM-011,Document Request,2025-05-25,1
ACT-0008871,CASE-001401,CM-011,Negotiation Call,2025-05-26,11
ACT-0008872,CASE-001401,CM-011,Email,2025-05-25,12
ACT-0008873,CASE-001401,CM-011,Client Meeting,2025-05-25,9
ACT-0008874,CASE-001401,CM-011,Internal Note,2025-05-25,19
ACT-0008875,CASE-001401,CM-011,Document Request,2025-05-25,8
ACT-0008876,CASE-001402,CM-008,Demand Drafting,2025-04-30,14
ACT-0008877,CASE-001402,CM-008,Document Request,2025-03-25,12
ACT-0008878,CASE-001402,CM-008,Internal Note,2025-04-16,4
ACT-0008879,CASE-001402,CM-008,Client Meeting,2025-03-23,10
ACT-0008880,CASE-001403,CM-017,SMS,2023-11-04,20
ACT-0008881,CASE-001403,CM-017,SMS,2024-06-03,16
ACT-0008882,CASE-001403,CM-017,SMS,2023-10-31,31
ACT-0008883,CASE-001403,CM-017,Medical Record Review,2024-01-28,22
ACT-0008884,CASE-001403,CM-017,Demand Drafting,2024-01-08,11
ACT-0008885,CASE-001403,CM-017,Demand Drafting,2024-02-11,21
ACT-0008886,CASE-001404,CM-011,Internal Note,2024-08-28,18
ACT-0008887,CASE-001404,CM-011,Client Meeting,2023-11-20,22
ACT-0008888,CASE-001404,CM-011,Internal Note,2024-04-28,29
ACT-0008889,CASE-001404,CM-011,Email,2024-04-14,32
ACT-0008890,CASE-001404,CM-011,Internal Note,2024-04-16,28
ACT-0008891,CASE-001404,CM-011,Medical Record Review,2024-04-30,21
ACT-0008892,CASE-001405,CM-013,Document Request,2025-04-18,23
ACT-0008893,CASE-001405,CM-013,Client Meeting,2025-05-28,1
ACT-0008894,CASE-001405,CM-013,Demand Drafting,2025-04-28,10
ACT-0008895,CASE-001405,CM-013,Demand Drafting,2025-05-27,1
ACT-0008896,CASE-001405,CM-013,Medical Record Review,2025-04-11,18
ACT-0008897,CASE-001405,CM-013,Demand Drafting,2025-04-20,34
ACT-0008898,CASE-001406,CM-013,Status Update,2025-01-04,1
ACT-0008899,CASE-001406,CM-013,Internal Note,2025-01-15,26
ACT-0008900,CASE-001406,CM-013,Client Meeting,2024-10-20,16
ACT-0008901,CASE-001406,CM-013,Medical Record Review,2024-09-30,24
ACT-0008902,CASE-001406,CM-013,Demand Drafting,2024-04-16,12
ACT-0008903,CASE-001406,CM-013,Internal Note,2024-01-17,14
ACT-0008904,CASE-001406,CM-013,Internal Note,2025-02-27,17
ACT-0008905,CASE-001406,CM-013,Internal Note,2025-04-23,17
ACT-0008906,CASE-001406,CM-013,Medical Record Review,2024-10-06,11
ACT-0008907,CASE-001406,CM-013,Document Request,2023-12-02,24
ACT-0008908,CASE-001406,CM-013,Demand Drafting,2024-03-20,1
ACT-0008909,CASE-001407,CM-003,Email,2025-01-18,12
ACT-0008910,CASE-001407,CM-003,Medical Record Review,2025-06-14,27
ACT-0008911,CASE-001407,CM-003,SMS,2024-11-26,31
ACT-0008912,CASE-001407,CM-003,Document Request,2024-08-29,15
ACT-0008913,CASE-001407,CM-003,SMS,2025-02-10,7
ACT-0008914,CASE-001407,CM-003,Document Request,2025-05-26,20
ACT-0008915,CASE-001408,CM-009,Demand Drafting,2025-05-14,1
ACT-0008916,CASE-001408,CM-009,Document Request,2025-05-13,4
ACT-0008917,CASE-001408,CM-009,Medical Record Review,2025-06-03,22
ACT-0008918,CASE-001409,CM-005,Document Request,2024-09-15,19
ACT-0008919,CASE-001409,CM-005,Client Meeting,2025-01-02,29
ACT-0008920,CASE-001409,CM-005,SMS,2024-11-17,19
ACT-0008921,CASE-001409,CM-005,Phone Call,2024-12-07,11
ACT-0008922,CASE-001410,CM-012,Negotiation Call,2024-11-02,8
ACT-0008923,CASE-001410,CM-012,Status Update,2025-01-25,31
ACT-0008924,CASE-001410,CM-012,Phone Call,2025-01-26,19
ACT-0008925,CASE-001410,CM-012,Demand Drafting,2025-01-31,15
ACT-0008926,CASE-001410,CM-012,Status Update,2024-07-09,33
ACT-0008927,CASE-001411,CM-004,Medical Record Review,2025-06-30,17
ACT-0008928,CASE-001411,CM-004,Medical Record Review,2024-11-12,30
ACT-0008929,CASE-001411,CM-004,Client Meeting,2025-01-14,25
ACT-0008930,CASE-001411,CM-004,Phone Call,2024-12-06,13
ACT-0008931,CASE-001411,CM-004,Email,2025-05-21,41
ACT-0008932,CASE-001411,CM-004,Document Request,2025-05-06,12
ACT-0008933,CASE-001412,CM-013,Document Request,2025-04-03,6
ACT-0008934,CASE-001412,CM-013,Internal Note,2025-05-20,4
ACT-0008935,CASE-001413,CM-006,Document Request,2025-06-17,2
ACT-0008936,CASE-001413,CM-006,Client Meeting,2025-06-18,33
ACT-0008937,CASE-001413,CM-006,Internal Note,2025-06-25,25
ACT-0008938,CASE-001413,CM-006,Email,2025-06-30,1
ACT-0008939,CASE-001413,CM-006,Medical Record Review,2025-06-19,22
ACT-0008940,CASE-001413,CM-006,Client Meeting,2025-06-27,22
ACT-0008941,CASE-001413,CM-006,Internal Note,2025-06-21,11
ACT-0008942,CASE-001413,CM-006,Email,2025-06-23,26
ACT-0008943,CASE-001413,CM-006,Client Meeting,2025-06-30,9
ACT-0008944,CASE-001413,CM-006,Demand Drafting,2025-06-30,4
ACT-0008945,CASE-001414,CM-008,Email,2024-12-14,31
ACT-0008946,CASE-001414,CM-008,Client Meeting,2025-02-01,5
ACT-0008947,CASE-001414,CM-008,Status Update,2024-06-09,12
ACT-0008948,CASE-001414,CM-008,SMS,2024-04-06,25
ACT-0008949,CASE-001414,CM-008,Demand Drafting,2025-02-04,4
ACT-0008950,CASE-001414,CM-008,Status Update,2025-03-04,28
ACT-0008951,CASE-001414,CM-008,Medical Record Review,2024-05-16,1
ACT-0008952,CASE-001414,CM-008,Medical Record Review,2024-08-04,14
ACT-0008953,CASE-001414,CM-008,Demand Drafting,2025-02-27,22
ACT-0008954,CASE-001414,CM-008,Status Update,2024-09-17,29
ACT-0008955,CASE-001414,CM-008,Document Request,2025-04-22,14
ACT-0008956,CASE-001414,CM-008,Negotiation Call,2024-08-27,25
ACT-0008957,CASE-001415,CM-016,Internal Note,2024-12-05,21
ACT-0008958,CASE-001415,CM-016,Phone Call,2024-08-04,37
ACT-0008959,CASE-001415,CM-016,Document Request,2025-02-27,6
ACT-0008960,CASE-001415,CM-016,Client Meeting,2024-05-06,17
ACT-0008961,CASE-001415,CM-016,Medical Record Review,2025-02-24,25
ACT-0008962,CASE-001416,CM-005,Demand Drafting,2025-02-14,22
ACT-0008963,CASE-001416,CM-005,Medical Record Review,2024-07-21,2
ACT-0008964,CASE-001416,CM-005,Demand Drafting,2025-01-16,22
ACT-0008965,CASE-001416,CM-005,Client Meeting,2024-11-21,4
ACT-0008966,CASE-001416,CM-005,Medical Record Review,2024-12-26,5
ACT-0008967,CASE-001417,CM-003,Status Update,2024-10-16,6
ACT-0008968,CASE-001417,CM-003,Medical Record Review,2024-08-10,25
ACT-0008969,CASE-001417,CM-003,SMS,2024-03-06,33
ACT-0008970,CASE-001417,CM-003,Email,2025-06-30,21
ACT-0008971,CASE-001417,CM-003,Demand Drafting,2024-07-30,9
ACT-0008972,CASE-001417,CM-003,Medical Record Review,2024-06-01,35
ACT-0008973,CASE-001417,CM-003,Email,2024-06-03,13
ACT-0008974,CASE-001417,CM-003,Negotiation Call,2024-07-29,1
ACT-0008975,CASE-001417,CM-003,Phone Call,2024-05-21,1
ACT-0008976,CASE-001418,CM-010,Document Request,2025-06-22,8
ACT-0008977,CASE-001418,CM-010,Negotiation Call,2025-06-14,13
ACT-0008978,CASE-001418,CM-010,Medical Record Review,2025-06-23,17
ACT-0008979,CASE-001418,CM-010,Email,2025-06-29,4
ACT-0008980,CASE-001418,CM-010,Document Request,2025-06-15,11
ACT-0008981,CASE-001419,CM-015,SMS,2023-12-03,16
ACT-0008982,CASE-001419,CM-015,Client Meeting,2024-09-10,17
ACT-0008983,CASE-001419,CM-015,Internal Note,2023-12-04,22
ACT-0008984,CASE-001419,CM-015,Phone Call,2024-04-15,7
ACT-0008985,CASE-001419,CM-015,Negotiation Call,2024-08-12,1
ACT-0008986,CASE-001419,CM-015,Phone Call,2024-01-14,10
ACT-0008987,CASE-001419,CM-015,Internal Note,2023-12-07,24
ACT-0008988,CASE-001419,CM-015,Demand Drafting,2023-12-06,29
ACT-0008989,CASE-001419,CM-015,Document Request,2024-10-26,14
ACT-0008990,CASE-001419,CM-015,Internal Note,2023-12-20,25
ACT-0008991,CASE-001420,CM-003,Status Update,2025-05-10,34
ACT-0008992,CASE-001420,CM-003,Document Request,2025-05-25,20
ACT-0008993,CASE-001420,CM-003,Negotiation Call,2025-05-14,23
ACT-0008994,CASE-001420,CM-003,Medical Record Review,2025-06-10,31
ACT-0008995,CASE-001420,CM-003,Demand Drafting,2025-05-11,15
ACT-0008996,CASE-001420,CM-003,Medical Record Review,2025-04-22,6
ACT-0008997,CASE-001421,CM-011,Client Meeting,2024-12-03,13
ACT-0008998,CASE-001421,CM-011,Internal Note,2024-12-16,23
ACT-0008999,CASE-001421,CM-011,Demand Drafting,2025-01-25,26
ACT-0009000,CASE-001421,CM-011,Status Update,2025-01-19,25
ACT-0009001,CASE-001421,CM-011,Demand Drafting,2025-01-25,32
ACT-0009002,CASE-001422,CM-002,Phone Call,2025-03-23,14
ACT-0009003,CASE-001422,CM-002,Phone Call,2025-03-13,29
ACT-0009004,CASE-001422,CM-002,Email,2025-03-20,18
ACT-0009005,CASE-001422,CM-002,Document Request,2025-03-27,29
ACT-0009006,CASE-001423,CM-018,Negotiation Call,2025-06-19,24
ACT-0009007,CASE-001423,CM-018,Document Request,2025-06-19,20
ACT-0009008,CASE-001423,CM-018,Status Update,2025-06-19,22
ACT-0009009,CASE-001423,CM-018,Email,2025-06-19,32
ACT-0009010,CASE-001423,CM-018,Medical Record Review,2025-06-19,8
ACT-0009011,CASE-001423,CM-018,Status Update,2025-06-18,17
ACT-0009012,CASE-001424,CM-013,Demand Drafting,2025-05-18,25
ACT-0009013,CASE-001424,CM-013,Client Meeting,2025-03-16,31
ACT-0009014,CASE-001424,CM-013,Status Update,2025-03-23,26
ACT-0009015,CASE-001424,CM-013,Phone Call,2025-03-19,7
ACT-0009016,CASE-001425,CM-008,Client Meeting,2025-05-31,4
ACT-0009017,CASE-001425,CM-008,Phone Call,2025-06-01,13
ACT-0009018,CASE-001425,CM-008,Email,2025-05-31,21
ACT-0009019,CASE-001425,CM-008,Demand Drafting,2025-06-01,23
ACT-0009020,CASE-001425,CM-008,Status Update,2025-06-01,18
ACT-0009021,CASE-001425,CM-008,Negotiation Call,2025-06-01,14
ACT-0009022,CASE-001425,CM-008,Status Update,2025-06-01,12
ACT-0009023,CASE-001425,CM-008,Negotiation Call,2025-06-01,7
ACT-0009024,CASE-001425,CM-008,Internal Note,2025-05-31,7
ACT-0009025,CASE-001425,CM-008,Medical Record Review,2025-06-01,7
ACT-0009026,CASE-001425,CM-008,SMS,2025-06-01,14
